0, 1, 0, -1
6, 2, 0.627104, 0
7, 2, 0.174919, 0
19, 3, 0.904858, 6
26, 4, 2.21787, 19
33, 5, 2.66843, 26
34, 5, 2.56796, 26
42, 6, 2.60203, 34
46, 6, 2.56998, 34
48, 7, 2.87769, 46
59, 7, 9.7446, 42
62, 8, 4.06955, 48
68, 8, 3.74872, 48
71, 9, 4.83997, 68
76, 9, 4.47783, 68
80, 10, 4.58661, 76
92, 11, 6.36853, 80
98, 12, 7.32635, 92
103, 12, 7.21193, 92
104, 12, 7.24367, 92
107, 13, 8.19606, 104
110, 13, 7.62306, 98
116, 14, 8.15515, 110
121, 14, 8.93682, 110
131, 15, 9.02517, 116
134, 16, 9.95685, 131
142, 17, 10.8659, 134
143, 8, 17.338, 59
158, 18, 11.348, 142
162, 19, 11.6782, 158
171, 20, 12.0215, 162
186, 21, 12.9458, 171
188, 22, 13.3389, 186
200, 23, 14.2874, 188
207, 24, 14.687, 200
210, 24, 14.3244, 200
216, 25, 15.3338, 207
221, 25, 15.108, 207
222, 25, 15.0627, 207
227, 26, 16.6751, 221
233, 27, 17.4694, 227
243, 28, 17.7058, 233
253, 29, 18.2579, 243
260, 29, 18.6967, 243
263, 30, 18.8904, 253
271, 31, 18.8938, 263
277, 32, 19.3143, 271
286, 32, 19.7619, 271
291, 33, 20.5879, 286
295, 34, 21.3966, 291
301, 34, 21.1926, 291
304, 35, 22.4412, 301
311, 36, 22.9921, 304
319, 37, 23.1872, 311
324, 38, 24.2699, 319
329, 37, 23.759, 311
337, 39, 24.8066, 324
344, 40, 26.6545, 337
347, 40, 26.644, 337
349, 40, 26.6363, 337
352, 41, 27.2279, 347
355, 41, 26.7349, 344
362, 42, 27.6192, 355
373, 43, 28.927, 362
374, 43, 29.2031, 362
378, 44, 29.09, 373
