0, 1, 0, -1
6, 2, 0.281182, 0
7, 2, 0.521771, 0
19, 3, 0.730881, 6
26, 4, 1.87093, 19
33, 5, 2.58001, 26
34, 5, 2.56879, 26
42, 6, 2.59801, 34
46, 6, 2.9183, 34
48, 7, 3.22388, 46
59, 7, 9.75212, 42
62, 8, 4.07027, 48
68, 8, 3.72628, 48
71, 9, 4.49316, 68
76, 9, 4.31409, 68
80, 10, 4.58723, 76
92, 11, 6.19785, 80
98, 12, 7.32557, 92
103, 12, 7.00267, 92
104, 12, 7.20726, 92
107, 13, 8.14417, 104
110, 13, 7.62366, 98
116, 14, 8.50115, 110
121, 14, 8.59022, 110
131, 15, 9.00947, 116
134, 16, 9.60919, 131
142, 17, 10.5166, 134
143, 8, 17.2903, 59
158, 18, 11.2066, 142
162, 19, 11.6791, 158
171, 20, 12.37, 162
186, 21, 12.8007, 171
188, 22, 13.201, 186
200, 23, 14.2482, 188
207, 24, 14.3388, 200
210, 24, 14.6726, 200
216, 25, 15.2811, 207
221, 25, 15.01, 207
222, 25, 14.8909, 207
227, 26, 16.6748, 221
233, 27, 17.4698, 227
243, 28, 17.7054, 233
253, 29, 18.6062, 243
260, 29, 18.6467, 243
263, 30, 18.891, 253
271, 31, 19.24, 263
277, 32, 19.316, 271
286, 32, 19.7303, 271
291, 33, 20.5061, 286
295, 34, 21.3624, 291
301, 34, 21.1941, 291
304, 35, 22.4426, 301
311, 36, 22.9885, 304
319, 37, 23.1873, 311
324, 38, 24.2691, 319
329, 37, 23.5646, 311
337, 39, 25.1547, 324
344, 40, 26.6537, 337
347, 40, 26.6118, 337
349, 40, 26.3859, 337
352, 41, 27.1754, 347
355, 41, 26.7346, 344
362, 42, 27.4461, 355
373, 43, 28.7185, 362
374, 43, 29.1758, 362
378, 44, 29.0908, 373
