0, 1, 0, -1
6, 2, 0.281679, 0
7, 2, 0.555425, 0
19, 3, 0.926541, 6
26, 4, 1.87344, 19
33, 5, 2.23374, 26
34, 5, 2.91531, 26
42, 6, 2.94416, 34
46, 6, 2.93956, 34
48, 7, 3.24879, 46
59, 7, 9.76998, 42
62, 8, 4.41731, 48
68, 8, 3.37981, 48
71, 9, 4.49452, 68
76, 9, 4.52314, 68
80, 10, 4.93551, 76
92, 11, 6.40473, 80
98, 12, 7.67521, 92
103, 12, 7.22434, 92
104, 12, 6.85977, 92
107, 13, 7.79672, 104
110, 13, 7.97114, 98
116, 14, 8.57173, 110
121, 14, 8.59081, 110
131, 15, 8.66073, 116
134, 16, 9.6104, 131
142, 17, 10.5169, 134
143, 8, 17.2936, 59
158, 18, 11.3802, 142
162, 19, 12.0257, 158
171, 20, 12.394, 162
186, 21, 12.9778, 171
188, 22, 13.3252, 186
200, 23, 13.9016, 188
207, 24, 14.339, 200
210, 24, 14.7004, 200
216, 25, 14.9342, 207
221, 25, 15.1258, 207
222, 25, 15.0479, 207
227, 26, 17.0237, 221
233, 27, 17.8172, 227
243, 28, 18.0535, 233
253, 29, 18.6381, 243
260, 29, 18.2981, 243
263, 30, 19.24, 253
271, 31, 19.2706, 263
277, 32, 19.6626, 271
286, 32, 19.3841, 271
291, 33, 20.1596, 286
295, 34, 21.014, 291
301, 34, 21.5416, 291
304, 35, 22.7902, 301
311, 36, 23.3358, 304
319, 37, 23.5347, 311
324, 38, 24.6149, 319
329, 37, 23.7655, 311
337, 39, 25.215, 324
344, 40, 27, 337
347, 40, 26.2653, 337
349, 40, 26.6376, 337
352, 41, 26.8233, 347
355, 41, 27.0836, 344
362, 42, 27.6545, 355
373, 43, 28.9284, 362
374, 43, 28.8254, 362
378, 44, 29.4376, 373
