0, 1, 0, -1
6, 2, 0.462992, 0
7, 2, 0.567079, 0
19, 3, 0.90914, 6
26, 4, 2.06496, 19
33, 5, 2.68848, 26
34, 5, 2.74595, 26
42, 6, 2.77634, 34
46, 6, 2.93895, 34
48, 7, 3.23797, 46
59, 7, 9.74806, 42
62, 8, 4.26624, 48
68, 8, 3.75393, 48
71, 9, 4.6738, 68
76, 9, 4.50381, 68
80, 10, 4.80117, 76
92, 11, 6.38382, 80
98, 12, 7.52747, 92
103, 12, 6.81756, 92
104, 12, 7.23306, 92
107, 13, 8.25395, 104
110, 13, 7.81177, 98
116, 14, 8.57772, 110
121, 14, 8.77251, 110
131, 15, 9.02411, 116
134, 16, 9.79255, 131
142, 17, 10.7018, 134
143, 8, 17.3028, 59
158, 18, 11.4022, 142
162, 19, 11.8627, 158
171, 20, 12.3973, 162
186, 21, 12.583, 171
188, 22, 12.9464, 186
200, 23, 14.2968, 188
207, 24, 14.5743, 200
210, 24, 14.7414, 200
216, 25, 15.3299, 207
221, 25, 15.1537, 207
222, 25, 14.6842, 207
227, 26, 16.8603, 221
233, 27, 17.6602, 227
243, 28, 17.9044, 233
253, 29, 18.6322, 243
260, 29, 18.7506, 243
263, 30, 19.0794, 253
271, 31, 19.2653, 263
277, 32, 19.6058, 271
286, 32, 19.7385, 271
291, 33, 20.5219, 286
295, 34, 21.3923, 291
301, 34, 21.3908, 291
304, 35, 22.6417, 301
311, 36, 23.2093, 304
319, 37, 23.3956, 311
324, 38, 24.4456, 319
329, 37, 23.3528, 311
337, 39, 25.2393, 324
344, 40, 26.8396, 337
347, 40, 26.6574, 337
349, 40, 26.2025, 337
352, 41, 27.2381, 347
355, 41, 26.9568, 344
362, 42, 27.6347, 355
373, 43, 28.5156, 362
374, 43, 29.2103, 362
378, 44, 29.2796, 373
