0, 1, 0, -1
6, 2, 0.108097, 0
7, 2, 0.694692, 0
19, 3, 0.905011, 6
26, 4, 1.69817, 19
33, 5, 2.40689, 26
34, 5, 2.74163, 26
42, 6, 2.77114, 34
46, 6, 3.09289, 34
48, 7, 3.39766, 46
59, 7, 9.92493, 42
62, 8, 4.24354, 48
68, 8, 3.5533, 48
71, 9, 4.31929, 68
76, 9, 4.48724, 68
80, 10, 4.76105, 76
92, 11, 6.37195, 80
98, 12, 7.50017, 92
103, 12, 7.17734, 92
104, 12, 7.03383, 92
107, 13, 7.97074, 104
110, 13, 7.79805, 98
116, 14, 8.67464, 110
121, 14, 8.41738, 110
131, 15, 8.834, 116
134, 16, 9.43596, 131
142, 17, 10.3436, 134
143, 8, 17.4643, 59
158, 18, 11.3797, 142
162, 19, 11.8522, 158
171, 20, 12.5458, 162
186, 21, 12.9742, 171
188, 22, 13.375, 186
200, 23, 14.0747, 188
207, 24, 14.1657, 200
210, 24, 14.846, 200
216, 25, 15.1074, 207
221, 25, 15.1839, 207
222, 25, 15.0668, 207
227, 26, 16.849, 221
233, 27, 17.6434, 227
243, 28, 17.8785, 233
253, 29, 18.7795, 243
260, 29, 18.4719, 243
263, 30, 19.0645, 253
271, 31, 19.4129, 263
277, 32, 19.4896, 271
286, 32, 19.5571, 271
291, 33, 20.3334, 286
295, 34, 21.1885, 291
301, 34, 21.3676, 291
304, 35, 22.6161, 301
311, 36, 23.1626, 304
319, 37, 23.3606, 311
324, 38, 24.442, 319
329, 37, 23.7397, 311
337, 39, 25.3288, 324
344, 40, 26.8267, 337
347, 40, 26.4387, 337
349, 40, 26.562, 337
352, 41, 26.9988, 347
355, 41, 26.9099, 344
362, 42, 27.6194, 355
373, 43, 28.8924, 362
374, 43, 29.0022, 362
378, 44, 29.2643, 373
