0, 1, 0, -1
6, 2, 0.487215, 0
7, 2, 0.549745, 0
19, 3, 0.917303, 6
26, 4, 2.07446, 19
33, 5, 2.75801, 26
34, 5, 2.57604, 26
42, 6, 2.61, 34
46, 6, 2.93688, 34
48, 7, 3.2287, 46
59, 7, 9.9456, 42
62, 8, 4.0781, 48
68, 8, 3.90167, 48
71, 9, 4.68401, 68
76, 9, 4.49814, 68
80, 10, 4.6023, 76
92, 11, 6.37391, 80
98, 12, 7.3424, 92
103, 12, 7.20142, 92
104, 12, 7.39312, 92
107, 13, 8.3293, 104
110, 13, 7.65152, 98
116, 14, 8.5196, 110
121, 14, 8.78164, 110
131, 15, 9.22547, 116
134, 16, 9.79885, 131
142, 17, 10.7119, 134
143, 8, 17.5243, 59
158, 18, 11.3644, 142
162, 19, 11.708, 158
171, 20, 12.3848, 162
186, 21, 12.9862, 171
188, 22, 13.3998, 186
200, 23, 14.495, 188
207, 24, 14.5756, 200
210, 24, 14.71, 200
216, 25, 15.4909, 207
221, 25, 15.1145, 207
222, 25, 15.1125, 207
227, 26, 16.6833, 221
233, 27, 17.4845, 227
243, 28, 17.7224, 233
253, 29, 18.6948, 243
260, 29, 18.8343, 243
263, 30, 18.8997, 253
271, 31, 19.2684, 263
277, 32, 19.3206, 271
286, 32, 19.9233, 271
291, 33, 20.6829, 286
295, 34, 21.5666, 291
301, 34, 21.2503, 291
304, 35, 22.448, 301
311, 36, 23.0116, 304
319, 37, 23.2018, 311
324, 38, 24.2955, 319
329, 37, 23.8178, 311
337, 39, 25.2359, 324
344, 40, 26.6642, 337
347, 40, 26.8122, 337
349, 40, 26.5789, 337
352, 41, 27.3803, 347
355, 41, 26.7597, 344
362, 42, 27.6322, 355
373, 43, 28.9298, 362
374, 43, 29.3873, 362
378, 44, 29.1053, 373
